entity_id	name	type
E02958	Providence	state_or_insular_area_capital_in_the_united_states
E02959	Fazil Iskander	human
E02960	Waloddi Weibull	human
E02961	Paul Langevin	human
E02962	Michael Grant	human
E02963	Helmut Scholz	human
E02964	Mia Aegerter	human
E02965	Louis-Sébastien Mercier	human
E02966	Memoirs of a Geisha	film
E02967	Alessandro Nivola	human
E02968	Edwin McCain	human
E02969	socialite	occupation
E02970	William E. Gordon	human
E02971	Matthew Lewis	human
E02972	Javier Cercas	human
E02973	Franz Sigel	human
E02974	Agnieszka Holland	human
E02975	Karen Khachaturian	human
E02976	Richard Lewis	human
E02977	Miguel de Cervantes	human
E02978	Ernst Reicher	human
E02979	Italians	ethnic_group
E02980	Bulgaria	country
E02981	Hans-Heinz Emons	human
E02982	Karl Koch	human
E02983	Robbie Gee	human
E02984	University of North Carolina at Chapel Hill	original_public_ivy
E02985	Bettina von Arnim	human
E02986	Anna Karina	human
E02987	Manuel Bandeira	human
E02988	Angels & Demons	film
E02989	Emanuel Ax	human
E02990	Scream 3	film
E02991	Emanuel Kayser	human
E02992	Stanislao Cannizzaro	human
E02993	Kick-Ass	film
E02994	Charlie Sheen	human
E02995	John Jacob Astor, 1st Baron Astor of Hever	human
E02996	Veikko Aleksanteri Heiskanen	human
E02997	Big Machine Records	record_label
E02998	Lee Marvin	human
E02999	Neuilly-sur-Seine	commune_of_france
E03000	Amber Heard	human
E03001	Camille Saint-Saëns	human
E03002	János Erdélyi	human
E03003	Geraldine Brooks	human
E03004	Dorothy Height	human
E03005	Boris Yeltsin	human
E03006	Manhattan School of Music	university
E03007	Highlander	film
E03008	The Sisterhood of the Traveling Pants	film
E03009	Ōsaka	capital_of_a_prefecture_of_japan
E03010	Ernst Troeltsch	human
E03011	Union of Soviet Composers	organization
E03012	Greg Grunberg	human
E03013	Dragon: The Bruce Lee Story	film
E03014	Sanskrit	language
E03015	audio engineer	profession
E03016	Ivan Yakubovsky	human
E03017	Louis Andriessen	human
E03018	Nuremberg	big_city
E03019	Freida Pinto	human
E03020	Richard Wagner	human
E03021	Jan Lam	human
E03022	John Linnell	human
E03023	Anna Neagle	human
E03024	Tom Dowd	human
E03025	Barclay	record_label
E03026	The Double	film
E03027	Royal Academy of Music	university
E03028	Alexander Parvus	human
E03029	Hugo Loetscher	human
E03030	Franz Konwitschny	human
E03031	Isaiah Mustafa	human
E03032	Gustave Caillebotte	human
E03033	Paul Braffort	human
E03034	Jakob Adlung	human
E03035	Robert Taylor	human
E03036	Kenneth Colley	human
E03037	Lüneburg	district_capital
E03038	University College	building_complex
E03039	Christoph von Schmid	human
E03040	University College London	higher_education_institution
E03041	slave holder	social_class
E03042	COMECON	international_organization
E03043	Hinduism	relajaci_n
E03044	American Beauty	film
E03045	University of Barcelona	public_university
E03046	John Locke	human
E03047	Robert Armstrong	human
E03048	University of Colorado	university
E03049	Nelson Mandela	human
E03050	Michael Sheen	human
E03051	Len Deighton	human
E03052	Sticky Fingaz	human
E03053	Francis Picabia	human
E03054	Elena Frolova	human
E03055	Gunther O. Hofmann	human
E03056	Urs Bühler	human
E03057	The Birds	film
E03058	Johann Gottfried Hoffmann	human
E03059	Diane Venora	human
E03060	Renata Scotto	human
E03061	Alexey Lushnikov	human
E03062	Nikolay Mikhaylovich Przhevalsky	human
E03063	Doctor Clayton	human
E03064	Heydar Aliyev	human
E03065	Stephen Fry	human
E03066	Jack LaLanne	human
E03067	Dixie Carter	human
E03068	Bessie Love	human
E03069	University of Geneva	open_access_publisher
E03070	Sabrina	film
E03071	Katherine LaNasa	human
E03072	Jeanette Nolan	human
E03073	Motown	record_label
E03074	dub actor	profession
E03075	C. S. Lewis	human
E03076	Yayoi Kusama	human
E03077	Hélène Cixous	human
E03078	Héctor Germán Oesterheld	human
E03079	John Whiting	human
E03080	Bette Midler	human
E03081	Mikhail Bulgakov	human
E03082	seiyū	profession
E03083	Alexander Haig	human
E03084	Arno Schmidt	human
E03085	Leslie Cheung	human
E03086	Leif Segerstam	human
E03087	Jean-Benjamin de La Borde	human
E03088	Yitzhak Baer	human
E03089	Rupert Murdoch	human
E03090	Andrew Cuomo	human
E03091	Koko Taylor	human
E03092	Casablanca	film
E03093	Seth Rogen	human
E03094	Kelly Key	human
E03095	Linh Nga	human
E03096	Mary Daly	human
E03097	Georg Bernhard	human
E03098	Eduard Fuchs	human
E03099	Margarethe von Trotta	human
E03100	Carl Clauberg	human
E03101	Crossing Over	film
E03102	Pee Wee Crayton	human
E03103	Ja Rule	human
E03104	The Piano	film
E03105	Stuttgart	financial_centre
E03106	Teena Marie	human
E03107	Theodor Fontane	human
E03108	sociologist	profession
E03109	Jimmy Dean	human
E03110	Philippe Pinel	human
E03111	David Attenborough	human
E03112	Beatrice Hastings	human
E03113	Lee Kuan Yew	human
E03114	Edith González	human
E03115	Ana María Matute	human
E03116	Alexander Nadiradze	human
E03117	Lesley Gore	human
E03118	Stephen Moyer	human
E03119	Esham	human
E03120	Hubert von Luschka	human
E03121	Alan Cottrell	human
E03122	Peter Struck	human
E03123	Singapore	city
E03124	British Hong Kong	crown_colony_of_the_british_empire
E03125	Claude Lévi-Strauss	human
E03126	Johann Gottfried Gruber	human
E03127	trade unionist	occupation
E03128	Gabriela Zapolska	human
E03129	National University of San Marcos	heritage_site
E03130	Germany	federal_state
E03131	Timecop	film
E03132	Friedrich Schmidt-Ott	human
E03133	Alfred Hoche	human
E03134	Peter Dörfler	human
E03135	Giuseppe Ungaretti	human
E03136	Ivan Okhlobystin	human
E03137	Gerd Oswald	human
E03138	Miller's Crossing	film
E03139	Dylan Thomas	human
E03140	Stephen Baldwin	human
E03141	Giovanni Battista Riccioli	human
E03142	Konstantin Eduardovich Tsiolkovskii	human
E03143	Michael Foot	human
E03144	blues	music_genre
E03145	Julius Raab	human
E03146	John McCarthy	human
E03147	Walter Buch	human
E03148	Michael Lonsdale	human
E03149	Gustave Whitehead	human
E03150	Gabriele D'Annunzio	human
E03151	Aslı Bayram	human
E03152	Ante Pavelić	human
E03153	Antoine de Rivarol	human
E03154	Leó Szilárd	human
E03155	Breaking and Entering	film
E03156	Halloween	film
E03157	Gwladys	human
E03158	Fyodor Druzhinin	human
E03159	Agatha Christie	human
E03160	Theodor Storm	human
E03161	Inside Man	film
E03162	Maeve Binchy	human
E03163	Meat Loaf	human
E03164	Álvaro de Figueroa, 1st Count of Romanones	human
E03165	Trace Cyrus	human
E03166	Bristol	city
E03167	Adam Sandler	human
E03168	Montreal	metropolis
E03169	Gherman Titov	human
E03170	Joseph-Louis Lagrange	human
E03171	Immortal Technique	human
E03172	Felix Dahn	human
E03173	Luis Alberto Spinetta	human
E03174	Ptolemy	human
E03175	Paul von Jankó	human
E03176	Ivor Novello	human
E03177	Lost Highway	film
E03178	Leonardo Sciascia	human
E03179	Tay Zonday	human
E03180	Ang Lee	human
E03181	University of Milan	university
E03182	Michael Haydn	human
E03183	Richard Batka	human
E03184	Jawaharlal Nehru	human
E03185	Lithuanian	language
E03186	Paul Heyse	human
E03187	Ivan Yefremov	human
E03188	Emily Osment	human
E03189	Be Kind Rewind	film
E03190	Pasadena	big_city
E03191	Dalibor Brozović	human
E03192	Audrey Arno	human
E03193	Peter Lorre	human
E03194	Lavon Volski	human
E03195	Wisława Szymborska	human
E03196	Emily Browning	human
E03197	Ronold W. P. King	human
E03198	Biz Markie	human
E03199	Bertine Zetlitz	human
E03200	Taylor Parks	human
E03201	Aloe Blacc	human
E03202	National Liberal Party	political_party
E03203	Saul Bellow	human
E03204	Franzl Lang	human
E03205	Davy Jones	human
E03206	Libya	country
E03207	Vivica A. Fox	human
E03208	D. S. Mirsky	human
E03209	Wilhelm Sievers	human
E03210	University of Georgia	university
E03211	Lynne Cheney	human
E03212	Vicente Espinel	human
E03213	Jean Clair	human
E03214	Stefan Heym	human
E03215	King's College London	higher_education_institution
E03216	Juliane Koepcke	human
E03217	Errol Flynn	human
E03218	Karlheinz Böhm	human
E03219	Grand Duchy of Lithuania	grand_duchy
E03220	Deutsche Akademie für Sprache und Dichtung	voluntary_association
E03221	Jimmy Wakely	human
E03222	Aya Ueto	human
E03223	Lionel Barrymore	human
E03224	Heath Ledger	human
E03225	Gianna Nannini	human
E03226	James Massey	human
E03227	Dorothea Tanning	human
E03228	Adrian Grenier	human
E03229	Wallace Beery	human
E03230	Patrick Bauchau	human
E03231	African Americans	ethnic_group
E03232	Leslie Howard	human
E03233	Billy Bob Thornton	human
E03234	Oliver Stritzel	human
E03235	Matthew Lillard	human
E03236	International Civil Aviation Organization	specialized_agency_of_the_united_nations
E03237	Charlotte Gainsbourg	human
E03238	Bonar Law	human
E03239	Iran	islamic_republic
E03240	Hippolyte Sebert	human
E03241	Jodhi May	human
E03242	speculative fiction	genre
E03243	Chinghiz Aitmatov	human
E03244	Jô Soares	human
E03245	Alice Bradley Sheldon	human
E03246	Claudio Villa	human
E03247	Under the Tuscan Sun	film
E03248	Bonnie Bedelia	human
E03249	Don S. Davis	human
E03250	Tübingen	college_town
E03251	Carolina Slim	human
E03252	Doris Lessing	human
E03253	Alfredo Zitarrosa	human
E03254	Alpha Kappa Alpha	sorority
E03255	Wilt Chamberlain	team_rivalries_in_sports
E03256	biochemistry	interdisciplinary_science
E03257	Christian Felix Weiße	human
E03258	Bill Mauldin	human
E03259	John Wilson Croker	human
E03260	Kristin Chenoweth	human
E03261	Conservatoire national supérieur d'art dramatique	conservatory
E03262	Ben Gazzara	human
E03263	Bernhard Wicki	human
E03264	Komitas	human
E03265	Walter Abish	human
E03266	Florin Aftalion	human
E03267	Magnus Hirschfeld	human
E03268	Symbolism	art_movement
E03269	Seo Taiji	human
E03270	Alexey Leonov	human
E03271	Walter Benjamin	human
E03272	Wang Leehom	human
E03273	Alice Krige	human
E03274	Indiana Jones and the Temple of Doom	film
E03275	Milk	film
E03276	Carlo Fruttero	human
E03277	Robert de Montesquiou	human
E03278	Karl Joseph Simrock	human
E03279	Singles	film
E03280	Peter Brook	human
E03281	Charles Alston	human
E03282	Heinrich von Kleist	human
E03283	Robert Kowalski	human
E03284	Georgi Plekhanov	human
E03285	Janko Prunk	human
E03286	Hungarian	natural_language
E03287	Lois Maxwell	human
E03288	Somalia	country
E03289	Ludwig Bergsträsser	human
E03290	Ho Jong-suk	human
E03291	Amy Sedaris	human
E03292	Jan Milíč Lochman	human
E03293	Cameron Diaz	human
E03294	Karl Korsch	human
E03295	Epameinondas Deligiorgis	human
E03296	Rudolf Steiner	human
E03297	Hans-Jürgen Hardtke	human
E03298	Mustafa Kemal Atatürk	human
E03299	Alois Emanuel Biedermann	human
E03300	Unknown	film
E03301	Dolores O'Riordan	human
E03302	Barbara Schöneberger	human
E03303	Carlo Schmid	human
E03304	Gérard Depardieu	human
E03305	Ian McEwan	human
E03306	Philip Kotler	human
E03307	Bernard Fresson	human
E03308	Wendell Pierce	human
E03309	Roger Vadim	human
E03310	Carlo Antonio Martini	human
E03311	Elsie Clews Parsons	human
E03312	Rudolf von Sebottendorf	human
E03313	UNESCO	intergovernmental_organization
E03314	academic	profession
E03315	University of Washington	public_educational_institution_of_the_united_states
E03316	Hristo Botev	human
E03317	Robert Mitchum	human
E03318	Robert Moray	human
E03319	Otto Jespersen	human
E03320	Hans Noever	human
E03321	Ludwig Wittgenstein	human
E03322	Jean Leclerc	human
E03323	Maxime Du Camp	human
E03324	Gottlieb Konrad Pfeffel	human
E03325	Oskar Schindler	human
E03326	Eugenio Espejo	human
E03327	Pam Tillis	human
E03328	Justus von Dohnányi	human
E03329	Bebe Neuwirth	human
E03330	Allen Drury	human
E03331	Yoshiko Yamaguchi	human
E03332	Jean Reynaud	human
E03333	Arcadius Rudolf Lang Gurland	human
E03334	Eileen Atkins	human
E03335	Hermann Usener	human
E03336	Iajuddin Ahmed	human
E03337	Frederick Guthrie	human
E03338	S. Yizhar	human
E03339	Vincas Kudirka	human
E03340	Tiny Tim	human
E03341	Fred Niblo	human
E03342	Mireille Darc	human
E03343	Gregory Nicotero	human
E03344	Brian Tyler	human
E03345	Ronald Coase	human
E03346	Babyface	human
E03347	Victor Basch	human
E03348	Nikolai Virta	human
E03349	Adolf Holl	human
E03350	Wilhelm von Humboldt	human
E03351	Linda Fiorentino	human
E03352	Rod Blagojevich	human
E03353	Alexandros Papadiamantis	human
E03354	Bertha von Suttner	human
E03355	Jules Chadel	human
E03356	Ferruccio Busoni	human
E03357	Ayumi Hamasaki	human
E03358	Ken Kesey	human
E03359	Velimir Khlebnikov	human
E03360	Agustín García Calvo	human
E03361	Jane Kramer	human
E03362	University of Graz	university
E03363	Peter Andre	human
E03364	Reginald Le Borg	human
E03365	Into the Wild	film
E03366	Daniel Johnston	human
E03367	John C. McGinley	human
E03368	Emily Watson	human
E03369	Wallace Stevens	human
E03370	Greg Garcia	human
E03371	Atahualpa Yupanqui	human
E03372	Black Cat, White Cat	film
E03373	Robert Riskin	human
E03374	2001: A Space Odyssey	film
E03375	Olivia d'Abo	human
E03376	Daniel Bell	human
E03377	Justin Raimondo	human
E03378	Stamford Raffles	human
E03379	The Artist	film
E03380	Carl Heinrich Becker	human
E03381	William Butler Yeats	human
E03382	Avery Brooks	human
E03383	Universidad Central	university
E03384	Barbara Boxer	human
E03385	Greek	language
E03386	Izabella Scorupco	human
E03387	Cornelis Rudolphus Theodorus Krayenhoff	human
E03388	Friedrich Wolf	human
E03389	Ferenc Molnár	human
E03390	The Secret of the Sahara	miniseries
E03391	Subramanya Bharathi	human
E03392	Alexandra Kollontai	human
E03393	James Cameron	human
E03394	Pál Ignotus	human
E03395	Boyd Cypert	human
E03396	Tex Ritter	human
E03397	CJ Mac	human
E03398	Chris Renaud	human
E03399	Samuel Gustaf Hermelin	human
E03400	Bob Ezrin	human
E03401	garage rock	music_genre
E03402	Ghosts of Mars	film
E03403	Beat Generation	literary_movement
E03404	Mickey Jones	human
E03405	Gambit	film
E03406	Bill Nighy	human
E03407	Erasmus Hall High School	high_school
E03408	Raffaella Carrà	human
E03409	Nikolai Baibakov	human
E03410	Patricio de la Escosura	human
E03411	Lloyd Kaufman	human
E03412	Jim Byrnes	human
E03413	Melvin Franklin	human
E03414	pharmacist	health_profession
E03415	Hermann Florstedt	human
E03416	Albert Jäger	human
E03417	Lawrence O'Donnell	human
E03418	Alisher Usmanov	human
E03419	Otar Iosseliani	human
E03420	James Bryant Conant	human
E03421	Brian Greene	human
E03422	USC School of Cinematic Arts	film_school
E03423	Brigitte Fontaine	human
E03424	Lebbeus Woods	human
E03425	Fritz Rudolf Fries	human
E03426	Charles Avery	human
E03427	Larisa Reisner	human
E03428	David Johnston	human
E03429	ZaSu Pitts	human
E03430	Alexa Davalos	human
E03431	David Sylvian	human
E03432	Monica Bellucci	human
E03433	Craig Jones	human
E03434	The Expendables	film
E03435	John Lydon	human
E03436	Julie Benz	human
E03437	Chris Brown	human
E03438	Fantastic Four	film
E03439	Johann Gottfried Scheibel	human
E03440	Birthday Girl	film
E03441	Mel Blanc	human
E03442	Beetlejuice	film
E03443	Josip Broz Tito	human
E03444	Sam Cooke	human
E03445	Dave Bing	human
E03446	Japanese	language
E03447	Roy Smeck	human
E03448	Montparnasse Cemetery	parisian_cemetery
E03449	Gerhard Besier	human
E03450	Naomi Shemer	human
E03451	neurologist	medical_profession
E03452	Nat Finkelstein	human
E03453	Alfred Lee Loomis	human
E03454	treasure hunt film	film_genre
E03455	Mia Farrow	human
E03456	Joseph von Hammer-Purgstall	human
E03457	Michael Maier	human
E03458	São Tomé and Príncipe	republic
E03459	Umberto Saba	human
E03460	Hans F. K. Günther	human
E03461	Lea Grundig	human
E03462	Shaike Ophir	human
E03463	Antonio Tovar Llorente	human
E03464	Jan Neruda	human
E03465	Jay Brannan	human
E03466	Bowling for Columbine	film
E03467	Herbert Mang	human
E03468	Ioan Gruffudd	human
E03469	Matthias Schweighöfer	human
E03470	Ryan Cabrera	human
E03471	Rachelle Lefevre	human
E03472	Dorothy Thompson	human
E03473	Beth Grant	human
E03474	Alfred Nobel	human
E03475	Boris Shchukin Theatre Institute	cultural_heritage_site_in_russia
E03476	Boris Shaposhnikov	human
E03477	theater director	profession
E03478	jurisprudence	academic_major
E03479	Catherine Spence	human
E03480	Günter Schabowski	human
E03481	Christiane Paul	human
E03482	Han Ryner	human
E03483	Montesquieu	human
E03484	Dick Cavett	human
E03485	Andy Bechtolsheim	human
E03486	Dilipkumar Roy	human
E03487	Dominika Paleta	human
E03488	Cimetière des Rois	cemetery
E03489	Janis Ian	human
E03490	Michael Verhoeven	human
E03491	Clara Zetkin	human
E03492	Duncan Sheik	human
E03493	Sean Stone	human
E03494	Aleksey Adzhubey	human
E03495	Whoopi Goldberg	human
E03496	Jürgen Kuczynski	human
E03497	Yehoshua Kenaz	human
E03498	Johnny Mercer	human
E03499	Shakespearean comedy	theatrical_genre
E03500	mountaineer	profession
E03501	Shirin Akiner	human
E03502	Nikolaus Harnoncourt	human
E03503	Kaki King	human
E03504	John Argyropoulos	human
E03505	Carice van Houten	human
E03506	Buffy Sainte-Marie	human
E03507	Stranger than Fiction	film
E03508	East Africa	geographic_region
E03509	Rain	human
E03510	Karl Knies	human
E03511	Manfred Rommel	human
E03512	Broderick Crawford	human
E03513	Chris Columbus	human
E03514	Georg Waitz	human
E03515	Bill Carlisle	human
E03516	Konrad Meyer-Hetling	human
E03517	Mason Adams	human
E03518	Rahul Gandhi	human
E03519	Kathryn Grayson	human
E03520	Whitney Houston	human
E03521	Justin Bartha	human
E03522	Luis L. Domínguez	human
E03523	Nigel Godrich	human
E03524	University of Strasbourg	university
E03525	Elizabeth McGovern	human
E03526	Karl Heinrich Lang	human
E03527	Ruy Castro	human
E03528	Mary Wells	human
E03529	Robert Altman	human
E03530	Brad Harris	human
E03531	Roy McCurdy	human
E03532	Mauro Pawlowski	human
E03533	Susanne Albers	human
E03534	Alexander Lernet-Holenia	human
E03535	Aspazija	human
E03536	illustrator	profession
E03537	Avrom Ber Gotlober	human
E03538	Kingdom of Bavaria	state_in_the_confederation_of_the_rhine
E03539	Helmut Rohde	human
E03540	Federal Republic of Yugoslavia	historical_country
E03541	Maurice Wilkes	human
E03542	Rhapsody in Blue	film
E03543	Des Moines	state_or_insular_area_capital_in_the_united_states
E03544	Hermann Danuser	human
E03545	OKeh	record_label
E03546	Thomas Chrowder Chamberlin	human
E03547	T. Lux Feininger	human
E03548	Garrett List	human
E03549	Jordin Sparks	human
E03550	Paula Cole	human
E03551	Jules Janin	human
E03552	McGill University	open_access_publisher
E03553	Mali	country
E03554	Giorgio Gaber	human
E03555	Bauman Moscow State Technical University	university
E03556	Richard Aldington	human
E03557	Frank Oz	human
E03558	Ivan Klíma	human
E03559	University of Sydney	public_university
E03560	Derrick Adams	human
E03561	Prince Sadruddin Aga Khan	human
E03562	Hans Ruesch	human
E03563	Luigi Russolo	human
E03564	The Human League	musical_group
E03565	Theodore Bikel	human
E03566	Frank O'Hara	human
E03567	Werner Hofmann	human
E03568	Serafín Zubiri	human
E03569	William Daniel Hillis	human
E03570	Eurocontrol	international_organization
E03571	Ray Kurzweil	human
E03572	Graham Chapman	human
E03573	Sheb Wooley	human
E03574	György Jendrassik	human
E03575	David Grossman	human
E03576	France	country
E03577	Ludwig Strauss	human
E03578	Yury Luzhkov	human
E03579	Bartolomé de Las Casas	human
E03580	William Morris	human
E03581	Aleksandr Tvardovsky	human
E03582	Abel Ferrara	human
E03583	Audie Murphy	human
E03584	David Draiman	human
E03585	Carl von Linde	human
E03586	reporter	profession
E03587	Adam Hicks	human
E03588	Władysław Konopczyński	human
E03589	Eugenio Montale	human
E03590	Galina Ulanova	human
E03591	Sacha Distel	human
E03592	Juice Leskinen	human
E03593	recorder	open_flutes_with_internal_duct_with_fingerholes
E03594	Haylie Duff	human
E03595	Tomislav Nikolić	human
E03596	Emeric Pressburger	human
E03597	Anne Brontë	human
E03598	Robert von Dassanowsky	human
E03599	Ezer Weizman	human
E03600	Richard Griffiths	human
E03601	Lady Randolph Churchill	human
E03602	Cardale Babington	human
E03603	Crématorium-columbarium du Père-Lachaise	columbarium
E03604	Christian Jakob Kraus	human
E03605	Michelle Monaghan	human
E03606	John Philip Sousa	human
E03607	Silvanus P. Thompson	human
E03608	Slade School of Fine Art	school
E03609	Félix Leclerc	human
E03610	Khloé Kardashian	human
E03611	Joschka Fischer	human
E03612	Sharon Osbourne	human
E03613	Beniamino Gigli	human
E03614	Apel·les Mestres i Oñós	human
E03615	The Sisterhood of the Traveling Pants 2	film
E03616	Dalmacio Vélez Sársfield	human
E03617	Xavier Leroy	human
E03618	Yvette Nicole Brown	human
E03619	thrash metal	music_genre
E03620	Steven Strait	human
E03621	From Dusk till Dawn	film
E03622	Noah Wyle	human
E03623	Ayaan Hirsi Ali	human
E03624	Jang Keun-suk	human
E03625	Claire Bloom	human
E03626	Wrocław	city_with_powiat_rights
E03627	Salvator Rosa	human
E03628	Andy Serkis	human
E03629	São Paulo	city
E03630	Petro Poroshenko	human
E03631	Eugene O'Neill	human
E03632	Federated States of Micronesia	country
E03633	Some Kind of Wonderful	film
E03634	Johannes Molzahn	human
E03635	The Queen's College	college_of_the_university_of_oxford
E03636	Richard Tauber	human
E03637	Tom Mix	human
E03638	Dave Williams	human
E03639	Peter Segal	human
E03640	Eric Frank Russell	human
E03641	Ayrton Senna	human
E03642	Cécile Tormay	human
E03643	Richard Dreyfuss	human
E03644	Edgar Allan Poe	human
E03645	Georgy Lomidze	human
E03646	The American President	film
E03647	Aksel Berg	human
E03648	Stanley Tucci	human
E03649	Kingdom of Italy	historical_country
E03650	Ralph Fiennes	human
E03651	pornographic actor	profession
E03652	Beth Hart	human
E03653	George F. Kennan	human
E03654	Steve Coogan	human
E03655	death metal	music_genre
E03656	University of Bristol	public_university
E03657	Wu-Tang Clan	musical_group
E03658	Martin Spahn	human
E03659	Quim Monzó	human
E03660	Jovan Đorđević	human
E03661	Margot Honecker	human
E03662	Kate Hudson	human
E03663	Jonas Bretkūnas	human
E03664	John Lemoinne	human
E03665	Charles Trenet	human
E03666	Walid Raad	human
E03667	Keith Andes	human
E03668	Blade II	film
E03669	India	dominion_of_the_british_empire
E03670	Daniel C. Drucker	human
E03671	Filipp Golikov	human
E03672	geography	academic_major
E03673	Wolfgang Bittner	human
E03674	Wilhelm Busch	human
E03675	spy	profession
E03676	Mervyn LeRoy	human
E03677	United 93	film
E03678	Hannah Spearritt	human
E03679	Amsterdam	port_settlement
E03680	David Berger	human
E03681	video game industry	economic_branch
E03682	poet lawyer	profession
E03683	Christian Friedrich Ludwig	human
E03684	John Barry	human
E03685	Henri Colpi	human
E03686	Raimund Hoghe	human
E03687	Takeshi Kaneshiro	human
E03688	Heinrich von Srbik	human
E03689	Lya Luft	human
E03690	Gene Wilder	human
E03691	Saskia Sassen	human
E03692	The Bourne Supremacy	film
E03693	Cécile Aubry	human
E03694	Bogus	film
E03695	University of Greifswald	university
E03696	Thorstein Veblen	human
E03697	Lucien Bonaparte	human
E03698	Sönke Wortmann	human
E03699	Ilja Richter	human
E03700	Aimee Garcia	human
E03701	Joe Besser	human
E03702	Willie Mitchell	human
E03703	soldier	profession
E03704	Saxon Academy of Sciences	academy_of_sciences
E03705	Ingo Schulze	human
E03706	Carl Reichenbach	human
E03707	Warner Bros.	animation_studio
E03708	Naked Gun 33⅓: The Final Insult	film
E03709	Ardian Klosi	human
E03710	Tito Puente	human
E03711	Lorne Greene	human
E03712	Resident Evil: Extinction	film
E03713	Eugen Petersen	human
E03714	José Paluzie y Lucena	human
E03715	Stanisław Baczyński	human
E03716	Friedrich Dürrenmatt	human
E03717	Thandie Newton	human
E03718	Sergio Leone	human
E03719	Natalie Cole	human
E03720	deadmau5	human
E03721	Nizhny Novgorod	largest_city
E03722	Travis Mills poronga	human
E03723	Geena Davis	human
E03724	Diana Wynne Jones	human
E03725	Mandatory Palestine	league_of_nations_mandate
E03726	Meryl Streep	human
E03727	Henry B. Anthony	human
E03728	Karl Kautsky	human
E03729	Togo	country
E03730	Kwame Anthony Appiah	human
E03731	Ervin Lázár	human
E03732	Shady Records	record_label
E03733	Dolph Lundgren	human
E03734	Lou Marini	human
E03735	Cees Nooteboom	human
E03736	Kevin Shields	human
E03737	Charly Records	record_label
E03738	Sophia Loren	human
E03739	Gene Hackman	human
E03740	Sharon Van Etten	human
E03741	Lion Feuchtwanger	human
E03742	Guo Moruo	human
E03743	Lilí Álvarez	human
E03744	Richard Wagner	human
E03745	Laos	country
E03746	Burschenschaft Germania Tübingen	studentenverbindung
E03747	Samantha Mathis	human
E03748	Gordon Brown	human
E03749	Oskar Walzel	human
E03750	Evan Almighty	film
E03751	Amartya Sen	human
E03752	Marked for Death	film
E03753	Joseph Goebbels	human
E03754	Juan Luis Guerra	human
E03755	Tila Tequila	human
E03756	Samuel Johnson	human
E03757	Jerry Springer	human
E03758	Aleksander Antoni Sapieha	human
E03759	W. Michael Blumenthal	human
E03760	Fred Ho	human
E03761	hard rock	music_genre
E03762	bebop	music_genre
E03763	Ok Taecyeon	human
E03764	Mozhan Marnò	human
E03765	Karl Christian Friedrich Krause	human
E03766	Rick Springfield	human
E03767	Karl Hess	human
E03768	Robert Haab	human
E03769	Mark Ronson	human
E03770	Léon Theremin	human
E03771	Sidney Farber	human
E03772	Julius Korngold	human
E03773	Mines ParisTech	grande_cole
E03774	The Temptations	musical_group
E03775	And God Created Woman	film
E03776	Peter Buck	human
E03777	Colin Ross	human
E03778	James Honeyman-Scott	human
E03779	Henry Braddon	human
E03780	Peter Chen	human
E03781	Gustaw Piotrowski	human
E03782	Pilot	television_series_episode
E03783	Forrest J Ackerman	human
E03784	Alexander Hacke	human
E03785	University of Paris (1896-1968)	university_in_france
E03786	Wolfgang Kapp	human
E03787	Gilles Perrault	human
E03788	Rudolf Virchow	human
E03789	Cleveland	city_of_the_united_states
E03790	Friedrich Naumann	human
E03791	Scott Ross	human
E03792	Winston Churchill	human
E03793	Ida Kamińska	human
E03794	theater	economic_branch
E03795	Hayyim Selig Slonimski	human
E03796	Peter Jacobson	human
E03797	Robert Prutz	human
E03798	Vladimir Nemirovich-Danchenko	human
E03799	Inglewood	city_of_the_united_states
E03800	Jaroslav Hašek	human
E03801	Arthur Adamov	human
E03802	New Delhi	capital
E03803	Marie Bryant	human
E03804	James L. Brooks	human
E03805	Sue Townsend	human
E03806	Tim Powers	human
E03807	Eduard Mörike	human
E03808	Bizzy Bone	human
E03809	Ludwig Büchner	human
E03810	Zürich	municipality_of_switzerland
E03811	Viktor Hamburger	human
E03812	Bernardo O'Higgins	human
E03813	Goethe University Frankfurt	public_university
E03814	statesperson	profession
E03815	Scott Glenn	human
E03816	Snatch	film
E03817	Camillo Benso di Cavour	human
E03818	James Remar	human
E03819	Beryl Bainbridge	human
E03820	Christian Fürchtegott Gellert	human
E03821	Frank Sinatra, Jr.	human
E03822	The Book of Eli	film
E03823	Geoffrey Elton	human
E03824	Landell de Moura	human
E03825	J. D. Salinger	human
E03826	Yeremey Parnov	human
E03827	Christian Gottfried Körner	human
E03828	Otto Suhr	human
E03829	Vanuatu	sovereign_state
E03830	Taryn Manning	human
E03831	Benedikt Niese	human
E03832	John Calvin	human
E03833	brain cancer	disease
E03834	Bruce McCandless II	human
E03835	Twilight	film
E03836	Peyo Yavorov	human
E03837	Isabelle Collin Dufresne	human
E03838	Frans Timmermans	human
E03839	Rodion Malinovsky	human
E03840	Asian Development Bank	bank
E03841	architect	profession
E03842	Claudia Mori	human
E03843	Ernst Kaltenbrunner	human
E03844	Genesis P-Orridge	human
E03845	Esther Williams	human
E03846	Louis Antoine Debrauz de Saldapenna	human
E03847	Lukas Haas	human
E03848	Francisco Ynduráin Hernández	human
E03849	Adam Goldberg	human
E03850	Włodzimierz Cimoszewicz	human
